crn, subject_code, course_number, instruction_type, instruction_method, section, enroll, max_enroll, course_title, credits, prereqs, start_time, end_time, days
32637,CJS,273,Lecture,Online-Asynchronous,900,FULL,FULL,"Surveillance, Technology, and the Law",3.00,,null,null,null
33481,CJS,274,Lecture,Online-Asynchronous,900,FULL,FULL,"Sex, Violence, & Crime on the Internet",3.00,,null,null,null
33959,CJS,T280,Special Topics,Online-Asynchronous,900,FULL,FULL,Artificial Intelligence and Society,4.00,,null,null,null
32998,CJS,290,Lecture,Online-Asynchronous,900,FULL,FULL,Crime and Public Policy,3.00,,null,null,null
31917,CJS,301,Lecture,Face To Face,001,15,24,Methods and Analytics III,4.00,CJS 300  Minimum Grade: C,12:00:00,13:50:00,"{Wednesday,Friday}"
32999,CJS,372,Lecture,Hybrid,130,FULL,FULL,Death Penalty - An American Dilemma,3.00,,11:00:00,11:50:00,"{Wednesday,Friday}"
33482,CJS,372,Lecture,Online-Asynchronous,900,FULL,FULL,Death Penalty - An American Dilemma,3.00,,null,null,null
31040,ENGL,101,Lecture,Face To Face,001,12,22,Composition and Rhetoric I: Inquiry and Exploratory Research,3.00,,09:30:00,10:50:00,"{Tuesday,Thursday}"
33597,ENGL,101,Lecture,Hybrid,130,19,22,Composition and Rhetoric I: Inquiry and Exploratory Research,3.00,,12:30:00,13:50:00,{Tuesday}
32945,ENGL,101,Lecture,Online-Asynchronous,900,FULL,FULL,Composition and Rhetoric I: Inquiry and Exploratory Research,3.00,,null,null,null
30151,ENGL,102,Lecture,Face To Face,002,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,12:30:00,13:50:00,"{Tuesday,Thursday}"
33981,ENGL,102,Lecture,Face To Face,003,21,22,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,18:00:00,20:50:00,{Wednesday}
30806,ENGL,102,Lecture,Hybrid,130,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,09:30:00,10:50:00,{Tuesday}
31501,ENGL,102,Lecture,Hybrid,131,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,14:00:00,15:20:00,{Monday}
30152,ENGL,102,Lecture,Hybrid,132,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,14:00:00,15:20:00,{Thursday}
32539,ENGL,102,Lecture,Hybrid,133,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,12:30:00,13:50:00,{Wednesday}
32540,ENGL,102,Lecture,Hybrid,134,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,11:00:00,12:20:00,{Tuesday}
32541,ENGL,102,Lecture,Hybrid,135,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,14:00:00,15:20:00,{Tuesday}
32542,ENGL,102,Lecture,Hybrid,136,19,22,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,09:30:00,10:50:00,{Tuesday}
32946,ENGL,102,Lecture,Hybrid,137,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,11:00:00,12:20:00,{Thursday}
32947,ENGL,102,Lecture,Hybrid,138,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,11:00:00,12:20:00,{Monday}
33598,ENGL,102,Lecture,Hybrid,139,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,17:00:00,18:20:00,{Monday}
32948,ENGL,102,Lecture,Hybrid,140,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,15:30:00,16:50:00,{Monday}
30554,ENGL,102,Lecture,Online-Asynchronous,900,19,20,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,null,null,null
30150,ENGL,102,Lecture,Online-Asynchronous,901,FULL,FULL,Composition and Rhetoric II: Advanced Research and Evidence-Based Writing,3.00,ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4,null,null,null
33982,ENGL,103,Lecture,Face To Face,001,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,15:30:00,16:50:00,"{Tuesday,Thursday}"
34141,ENGL,103,Lecture,Face To Face,002,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
30322,ENGL,103,Lecture,Face To Face,004,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:00:00,12:50:00,"{Monday,Wednesday,Friday}"
30267,ENGL,103,Lecture,Face To Face,005,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
30155,ENGL,103,Lecture,Face To Face,010,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
30185,ENGL,103,Lecture,Face To Face,015,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,13:00:00,13:50:00,"{Monday,Wednesday,Friday}"
30975,ENGL,103,Lecture,Face To Face,016,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
32951,ENGL,103,Lecture,Face To Face,020,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,"{Tuesday,Thursday}"
32952,ENGL,103,Lecture,Face To Face,022,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:00:00,09:50:00,"{Monday,Wednesday,Friday}"
32954,ENGL,103,Lecture,Face To Face,026,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
34232,ENGL,103,Lecture,Hybrid,02H,14,15,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,{Wednesday}
34831,ENGL,103,Lecture,Hybrid,03H,13,15,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Wednesday}
34829,ENGL,103,Lecture,Hybrid,04H,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Thursday}
34830,ENGL,103,Lecture,Hybrid,05H,11,15,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,15:30:00,16:50:00,{Thursday}
30169,ENGL,103,Lecture,Hybrid,128,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,15:30:00,16:50:00,{Monday}
30154,ENGL,103,Lecture,Hybrid,129,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Monday}
30500,ENGL,103,Lecture,Hybrid,130,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
32990,PHIL,321,Lecture,Online-Asynchronous,900,FULL,FULL,Biomedical Ethics,3.00,,null,null,null
30159,ENGL,103,Lecture,Hybrid,132,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Monday}
32955,ENGL,103,Lecture,Hybrid,133,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Thursday}
30503,ENGL,103,Lecture,Hybrid,134,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
30504,ENGL,103,Lecture,Hybrid,135,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Thursday}
30505,ENGL,103,Lecture,Hybrid,136,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
30506,ENGL,103,Lecture,Hybrid,137,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Monday}
30507,ENGL,103,Lecture,Hybrid,138,21,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
30508,ENGL,103,Lecture,Hybrid,139,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Monday}
30509,ENGL,103,Lecture,Hybrid,140,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,{Wednesday}
30510,ENGL,103,Lecture,Hybrid,141,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Tuesday}
31096,ENGL,103,Lecture,Hybrid,142,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
30511,ENGL,103,Lecture,Hybrid,143,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
30512,ENGL,103,Lecture,Hybrid,144,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
30530,ENGL,103,Lecture,Hybrid,145,18,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
30531,ENGL,103,Lecture,Hybrid,146,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Monday}
30532,ENGL,103,Lecture,Hybrid,147,21,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Monday}
33599,ENGL,103,Lecture,Hybrid,148,14,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Monday}
30853,ENGL,103,Lecture,Hybrid,150,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,{Thursday}
32543,ENGL,103,Lecture,Hybrid,151,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
30309,ENGL,103,Lecture,Hybrid,152,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
30310,ENGL,103,Lecture,Hybrid,153,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Monday}
32544,ENGL,103,Lecture,Hybrid,154,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,{Monday}
32545,ENGL,103,Lecture,Hybrid,155,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
30160,ENGL,103,Lecture,Hybrid,156,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
30186,ENGL,103,Lecture,Hybrid,157,20,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
30311,ENGL,103,Lecture,Hybrid,158,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
30346,ENGL,103,Lecture,Hybrid,159,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,{Wednesday}
30312,ENGL,103,Lecture,Hybrid,160,21,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Monday}
32546,ENGL,103,Lecture,Hybrid,161,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
30314,ENGL,103,Lecture,Hybrid,163,21,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Wednesday}
30805,ENGL,103,Lecture,Hybrid,164,12,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
30315,ENGL,103,Lecture,Hybrid,165,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
34231,ENGL,103,Lecture,Hybrid,166,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
32956,ENGL,103,Lecture,Hybrid,167,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,15:30:00,16:50:00,{Tuesday}
32548,ENGL,103,Lecture,Hybrid,168,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Thursday}
30316,ENGL,103,Lecture,Hybrid,169,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,15:30:00,16:50:00,{Thursday}
30317,ENGL,103,Lecture,Hybrid,170,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Thursday}
32957,ENGL,103,Lecture,Hybrid,171,19,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,17:00:00,18:20:00,{Thursday}
34482,PHIL,391,Lecture,Online-Asynchronous,900,FULL,FULL,Philosophy of Religion,3.00,,null,null,null
30319,ENGL,103,Lecture,Hybrid,173,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Wednesday}
30320,ENGL,103,Lecture,Hybrid,174,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Wednesday}
30321,ENGL,103,Lecture,Hybrid,175,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Wednesday}
30608,ENGL,103,Lecture,Hybrid,177,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Wednesday}
30854,ENGL,103,Lecture,Hybrid,178,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Wednesday}
30607,ENGL,103,Lecture,Hybrid,179,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,17:00:00,18:20:00,{Thursday}
30323,ENGL,103,Lecture,Hybrid,181,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Thursday}
32549,ENGL,103,Lecture,Hybrid,182,18,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Thursday}
32550,ENGL,103,Lecture,Hybrid,184,19,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Thursday}
30268,ENGL,103,Lecture,Hybrid,185,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Wednesday}
32551,ENGL,103,Lecture,Hybrid,186,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Monday}
32959,ENGL,103,Lecture,Hybrid,188,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Tuesday}
33601,ENGL,103,Lecture,Hybrid,189,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,12:30:00,13:50:00,{Monday}
30269,ENGL,103,Lecture,Hybrid,190,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
30502,ENGL,103,Lecture,Hybrid,191,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Thursday}
32960,ENGL,103,Lecture,Hybrid,193,11,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Wednesday}
30519,ENGL,103,Lecture,Hybrid,194,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Friday}
30520,ENGL,103,Lecture,Hybrid,195,18,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,11:00:00,12:20:00,{Tuesday}
32961,ENGL,103,Lecture,Hybrid,197,18,22,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,09:30:00,10:50:00,{Monday}
32962,ENGL,103,Lecture,Hybrid,198,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,15:30:00,16:50:00,{Thursday}
32963,ENGL,103,Lecture,Hybrid,199,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,14:00:00,15:20:00,{Tuesday}
30153,ENGL,103,Lecture,Online-Asynchronous,900,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,null,null,null
32968,ENGL,103,Lecture,Online-Asynchronous,901,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,null,null,null
33602,ENGL,103,Lecture,Online-Asynchronous,902,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,null,null,null
34849,ENGL,103,Lecture,Online-Asynchronous,903,FULL,FULL,Composition and Rhetoric III: Themes and Genres,3.00,ENGL 102  Minimum Grade: D,null,null,null
32969,ENGL,112,Lecture,Face To Face,001,9,13,English Composition II,3.00,ENGL 111  Minimum Grade: D,13:00:00,14:50:00,"{Tuesday,Thursday}"
31838,ENGL,113,Lecture,Face To Face,001,FULL,FULL,English Composition III,3.00,ENGL 112,12:00:00,13:50:00,"{Monday,Wednesday}"
31840,ENGL,113,Lecture,Face To Face,003,FULL,FULL,English Composition III,3.00,ENGL 112,13:00:00,14:50:00,"{Tuesday,Thursday}"
32970,ENGL,113,Lecture,Face To Face,004,12,13,English Composition III,3.00,ENGL 112,15:00:00,16:50:00,"{Tuesday,Thursday}"
31839,ENGL,113,Lecture,Face To Face,005,FULL,FULL,English Composition III,3.00,ENGL 112,15:00:00,16:50:00,"{Monday,Wednesday}"
31841,ENGL,113,Lecture,Hybrid,130,11,13,English Composition III,3.00,ENGL 112,11:00:00,12:50:00,{Monday}
31842,ENGL,113,Lecture,Hybrid,131,FULL,FULL,English Composition III,3.00,ENGL 112,11:00:00,12:50:00,{Tuesday}
32972,ENGL,113,Lecture,Hybrid,132,FULL,FULL,English Composition III,3.00,ENGL 112,14:00:00,15:50:00,{Thursday}
32554,ENGL,205,Lecture,Online-Asynchronous,900,FULL,FULL,American Literature I,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
34050,ENGL,205,Lecture,Online-Asynchronous,901,FULL,FULL,American Literature I,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
31775,ENGL,207,Lecture,Face To Face,001,FULL,FULL,African American Literature,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,10:00:00,10:50:00,"{Monday,Wednesday,Friday}"
33790,ENGL,212,Lecture,Face To Face,001,16,25,British Literature II,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,14:00:00,15:20:00,"{Tuesday,Thursday}"
33604,ENGL,214,Lecture,Online-Asynchronous,900,FULL,FULL,Readings in Fiction,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
31502,ENGL,215,Lecture,Face To Face,001,FULL,FULL,Readings in Poetry,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,12:30:00,13:50:00,"{Tuesday,Thursday}"
32973,ENGL,216,Lecture,Hybrid,130,FULL,FULL,Readings in Drama,3.00,ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A,11:00:00,12:20:00,{Thursday}
